	char_costume	char_popular	character	costume	parameter	rank
3440	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	depicted	3
3441	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	speech	3
3442	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	thought	3
3443	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	narrative	3
3444	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	depicted	3
3445	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	speech	3
3446	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	thought	3
3447	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	narrative	3
3448	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	depicted	3
3449	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	speech	3
3450	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	thought	3
3451	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	narrative	3
3452	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	depicted	3
3453	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	speech	3
3454	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	thought	3
3455	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	narrative	3
3456	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	depicted	3
3457	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	speech	3
3458	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	thought	3
3459	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	narrative	3
3460	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	depicted	3
3461	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	speech	3
3462	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	thought	3
3463	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	narrative	3
3464	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	depicted	3
3465	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	speech	3
3466	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	thought	3
3467	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	narrative	3
3468	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	depicted	3
3469	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	speech	3
3470	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	thought	3
3471	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	narrative	3
3472	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	depicted	3
3473	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	speech	3
3474	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	thought	3
3475	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	narrative	3
3476	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	depicted	3
3477	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	speech	3
3478	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	thought	3
3479	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	narrative	3
3480	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	depicted	3
3481	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	speech	3
3482	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	thought	3
3483	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	narrative	3
3484	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	depicted	3
3485	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	speech	3
3486	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	thought	3
3487	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	narrative	3
3488	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	depicted	3
3489	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	speech	3
3490	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	thought	3
3491	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	narrative	3
3492	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	depicted	3
3493	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	speech	3
3494	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	thought	3
3495	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	narrative	3
3496	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	depicted	3
3497	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	speech	3
3498	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	thought	3
3499	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	narrative	3
3500	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	depicted	3
3501	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	speech	3
3502	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	thought	3
3503	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	narrative	3
3504	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	depicted	3
3505	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	speech	3
3506	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	thought	3
3507	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	narrative	3
3508	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	depicted	3
3509	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	speech	3
3510	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	thought	3
3511	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	narrative	3
3512	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	depicted	3
3513	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	speech	3
3514	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	thought	3
3515	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	narrative	3
3516	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	depicted	3
3517	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	speech	3
3518	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	thought	3
3519	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	narrative	3
3520	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	depicted	3
3521	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	speech	3
3522	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	thought	3
3523	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	narrative	3
3524	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	depicted	3
3525	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	speech	3
3526	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	thought	3
3527	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	narrative	3
3528	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	depicted	3
3529	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	speech	3
3530	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	thought	3
3531	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	narrative	3
3532	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	depicted	3
3533	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	speech	3
3534	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	thought	3
3535	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	narrative	3
3536	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	depicted	3
3537	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	speech	3
3538	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	thought	3
3539	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	narrative	3
3540	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	depicted	3
3541	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	speech	3
3542	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	thought	3
3543	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	narrative	3
3544	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	depicted	3
3545	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	speech	3
3546	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	thought	3
3547	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	narrative	3
3548	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	depicted	3
3549	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	speech	3
3550	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	thought	3
3551	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	narrative	3
3552	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	depicted	3
3553	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	speech	3
3554	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	thought	3
3555	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	narrative	3
3556	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	depicted	3
3557	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	speech	3
3558	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	thought	3
3559	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	narrative	3
3560	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	depicted	3
3561	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	speech	3
3562	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	thought	3
3563	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	narrative	3
3564	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	depicted	3
3565	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	speech	3
3566	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	thought	3
3567	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	narrative	3
3568	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	depicted	3
3569	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	speech	3
3570	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	thought	3
3571	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	narrative	3
3572	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	depicted	3
3573	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	speech	3
3574	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	thought	3
3575	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	narrative	3
3576	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	depicted	3
3577	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	speech	3
3578	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	thought	3
3579	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	narrative	3
3580	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	depicted	3
3581	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	speech	3
3582	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	thought	3
3583	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	narrative	3
3584	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	depicted	3
3585	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	speech	3
3586	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	thought	3
3587	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	narrative	3
3588	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	depicted	3
3589	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	speech	3
3590	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	thought	3
3591	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	narrative	3
3592	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	depicted	3
3593	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	speech	3
3594	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	thought	3
3595	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	narrative	3
3596	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	depicted	3
3597	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	speech	3
3598	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	thought	3
3599	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	narrative	3
3600	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	depicted	3
3601	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	speech	3
3602	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	thought	3
3603	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	narrative	3
3604	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	depicted	3
3605	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	speech	3
3606	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	thought	3
3607	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	narrative	3
3608	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	depicted	3
3609	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	speech	3
3610	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	thought	3
3611	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	narrative	3
3612	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	depicted	3
3613	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	speech	3
3614	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	thought	3
3615	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	narrative	3
3616	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	depicted	3
3617	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	speech	3
3618	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	thought	3
3619	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	narrative	3
3620	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	depicted	3
3621	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	speech	3
3622	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	thought	3
3623	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	narrative	3
3624	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	depicted	3
3625	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	speech	3
3626	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	thought	3
3627	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	narrative	3
3628	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	depicted	3
3629	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	speech	3
3630	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	thought	3
3631	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	narrative	3
3632	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	depicted	3
3633	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	speech	3
3634	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	thought	3
3635	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	narrative	3
3636	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	depicted	3
3637	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	speech	3
3638	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	thought	3
3639	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	narrative	3
3640	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	depicted	3
3641	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	speech	3
3642	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	thought	3
3643	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	narrative	3
3644	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	depicted	3
3645	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	speech	3
3646	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	thought	3
3647	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	narrative	3
3648	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	depicted	3
3649	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	speech	3
3650	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	thought	3
3651	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	narrative	3
3652	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	depicted	3
3653	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	speech	3
3654	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	thought	3
3655	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	narrative	3
3656	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	depicted	3
3657	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	speech	3
3658	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	thought	3
3659	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	narrative	3
3660	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	depicted	3
