	FL1-A	FL2-A
V11122	1494	4358
V11123	2198	5785
V11124	1492	1631
V11125	1709	5008
V11126	1081	520
V11127	2764	10774
V11128	1673	3372
V11129	1923	4618
V11130	2039	7856
V11131	2667	5216
V11132	13623	1484
V11133	2040	4423
V11134	1101	4044
V11135	2021	6632
V11136	3049	10833
V11137	1984	4521
V11138	416	1853
V11139	458698	7780
V11140	937	2679
V11141	1416	4643
V11142	2414	5490
V11143	1839	5029
V11144	1259	3579
V11145	2178	6085
V11146	2798	5243
V11147	1490	5600
V11148	2031	5919
V11149	598	3825
V11150	1315	404
V11151	1885	6503
V11152	1266	3729
V11153	2269	3788
V11154	2063	5399
V11155	1704	4632
V11156	1957	5813
V11157	343	183
V11158	1682	4060
V11159	2009	5714
V11160	2698	5350
V11161	2701	6053
V11162	1839	6146
V11163	1257	4958
V11164	3305	3862
V11165	2224	6772
V11166	1122	2127
V11167	6510	5300
V11168	3842	3533
V11169	1667	4150
V11170	1346	1197
V11171	2293	5848
V11172	2013	4997
V11173	1192	3907
V11174	1947	4721
V11175	35555	2475
V11176	1667	3588
V11177	2623	6064
V11178	1167	3425
V11179	194	1
V11180	812	4370
V11181	3039	7588
V11182	449	531
V11183	945	3766
V11184	1927	4815
V11185	346221	6682
V11186	1613	5366
V11187	1799	4597
V11188	3059	8778
V11189	2003	3404
V11190	1585	5082
V11191	1665	4182
V11192	4315	10467
V11193	2699	2966
V11194	1321	3099
V11195	1535	4017
V11196	2070	4384
V11197	1609	3962
V11198	1654	4746
V11199	2197	6607
V11200	99722	2532
V11201	3366	6598
V11202	72	269
V11203	576987	25734
V11204	2488	5056
V11205	2220	5475
V11206	2403	6338
V11207	1392	4712
V11208	1791	3738
V11209	1882	4378
V11210	2025	5380
V11211	1748	4576
V11212	2154	5203
V11213	1388	4250
V11214	2096	4671
V11215	4442	6450
V11216	2303	6145
V11217	189	492
V11218	1439	4599
V11219	2419	6187
V11220	1901	3527
V11221	1216	3491
V11222	2180	6274
V11223	4522	4149
V11224	3139	7688
V11225	2956	7205
V11226	1690	3403
V11227	1526	4116
V11228	1216	3593
V11229	2289	5330
V11230	1231	3080
V11231	279	232
V11232	173	297
V11233	1665	4577
V11234	2372	4678
V11235	1817	3462
V11236	1763	5492
V11237	1694	3698
V11238	3381	9523
V11239	1631	3717
V11240	1588	3810
V11241	1715	5608
V11242	1725	4271
V11243	486	333
V11244	1918	6528
V11245	668	726
V11246	1675	5385
V11247	1904	6274
V11248	6544	4769
V11249	1540	3981
V11250	308	158
V11251	7991	1947
V11252	1958	6021
V11253	2233	6462
V11254	2108	4342
V11255	260	372
V11256	2028	5085
V11257	580790	9591
V11258	947	3401
V11259	1597	5828
V11260	2819	4381
V11261	1685	4436
V11262	784	540
V11263	535	409
V11264	1672	3566
V11265	1692	5745
V11266	124653	3881
V11267	1807	6292
V11268	14	226
V11269	421051	7709
V11270	1649	4762
V11271	2097	6114
V11272	1276	3820
V11273	1315	3373
V11274	875	988
V11275	2205	5705
V11276	1681	4082
V11277	247286	5106
V11278	1564	4688
V11279	1450	3694
V11280	5343	5872
V11281	1337	3949
V11282	1253	3147
V11283	1727	4830
V11284	5092	6517
V11285	2263	5358
V11286	2665	6746
V11287	16754	4858
V11288	1625	5290
V11289	1340	4061
V11290	1485	3277
V11291	2658	5750
V11292	1585	5978
V11293	302980	28333
V11294	2479	5444
V11295	2501	5343
V11296	1963	4739
V11297	15277	11461
V11298	1959	33280
V11299	1006	3244
V11300	1772	4931
V11301	204	475
V11302	676	700
V11303	1314	4078
V11304	1401	3513
V11305	2990	9612
V11306	2024	4336
V11307	56939	2261
V11308	1782	3873
V11309	2212	3073
V11310	472	440
V11311	2262	4714
V11312	2392	7372
V11313	2217	5725
V11314	1879	5266
V11315	1274	4087
V11316	1808	5054
V11317	9948	2852
V11318	1789	5898
V11319	2653	7102
V11320	2137	6761
V11321	2038	4422
V11322	2148	4979
V11323	2707	5531
V11324	73942	15522
V11325	1953	5566
V11326	1305	4308
V11327	194250	6038
V11328	2323	14027
V11329	2053	7037
V11330	1899	5405
V11331	1160	3579
V11332	1861	6540
V11333	2700	5927
V11334	2157	5593
V11335	171148	3674
V11336	2631	6679
V11337	2083	6019
V11338	3341	6846
V11339	465	495
V11340	2322	5163
V11341	1399	3906
V11342	18	408
V11343	2265	5672
V11344	2356	5897
V11345	571	778
V11346	1417	3750
V11347	1326	5145
V11348	90	108
V11349	2937	6381
V11350	313858	7501
V11351	1837	5232
V11352	555	1247
V11353	1436	3680
V11354	1196	5568
V11355	1769	6208
V11356	97842	3213
V11357	1947	4091
V11358	232	432
V11359	1316	3611
V11360	1811	17084
V11361	2871	6172
V11362	6150	3647
V11363	1650	4269
V11364	290	852
V11365	1195	3631
V11366	150924	5050
V11367	1051	4211
V11368	16971	3996
V11369	2081	5811
V11370	1426	4887
V11371	1819	5577
V11372	1938	4549
V11373	6002	12439
V11374	1771	5444
V11375	3159	7941
V11376	2073	4316
V11377	423336	7976
V11378	1096	3559
V11379	3608	4101
V11380	13814	4449
V11381	7369	5488
V11382	1269	2822
V11383	1972	5953
V11384	3097	6099
V11385	225	167
V11386	355	327
V11387	43	315
V11388	1187	1035
V11389	246913	5088
V11390	4388	4478
V11391	2141	6934
V11392	2195	6012
V11393	455	468
V11394	701	2181
V11395	1990	5420
V11396	1656	4176
V11397	2381	6152
V11398	1813	4927
V11399	1424	4384
V11400	463	408
V11401	2161	6671
V11402	2686	7238
V11403	2367	5802
V11404	1484	3205
V11405	1558	5849
V11406	2058	6115
V11407	1488	5733
V11408	2586	6980
V11409	2690	4825
V11410	1740	5792
V11411	1655	4429
V11412	3136	6448
V11413	2359	6561
V11414	8189	5047
V11415	2146	5500
V11416	9988	2429
V11417	149670	4569
V11418	1695	8328
V11419	1734	4449
V11420	1175	2774
V11421	156636	6658
V11422	2114	6211
V11423	1177	3248
V11424	1626	4959
V11425	2547	4791
V11426	1499	3844
V11427	1346	3938
V11428	1520	4649
V11429	1266	3078
V11430	1582	5176
V11431	1650	5234
V11432	2878	7215
V11433	2026	6059
V11434	1079	2540
V11435	2646	6194
V11436	1003	3286
V11437	1483	3788
V11438	17631	1776
V11439	1808	5090
V11440	453	214
V11441	267727	5377
V11442	1575	3731
V11443	1501	4728
V11444	2899	7637
V11445	1446	4205
V11446	5028	2553
V11447	1240	3038
V11448	794	1697
V11449	1462	3832
V11450	1737	5414
V11451	1030	3478
V11452	84180	3677
V11453	132662	4445
V11454	359	291
V11455	623	450
V11456	2347	9898
V11457	1661	5661
V11458	1829	5322
V11459	1057	6882
V11460	3007	7482
V11461	1419	4460
V11462	1846	5249
V11463	2011	6563
V11464	2379	6402
V11465	216	269
V11466	2078	5122
V11467	103	521
V11468	26599	4263
V11469	5866	2973
V11470	22434	5627
V11471	3981	7714
V11472	4511	15698
V11473	769	2656
V11474	473	601
V11475	2138	5878
V11476	2945	7551
V11477	2068	5808
V11478	1259	3690
V11479	469	371
V11480	6409	12799
V11481	1888	4128
V11482	1633	3876
V11483	1902	5228
V11484	1353	5108
V11485	1298	2939
V11486	1946	5065
V11487	2026	5389
V11488	1830	3022
V11489	1412	4313
V11490	2017	5894
V11491	652	2826
V11492	2463	5739
V11493	1483	4032
V11494	2508	6279
V11495	6696	8090
V11496	1869	6468
V11497	1263	4081
V11498	3066	8170
V11499	122	130
V11500	2222	6592
V11501	2339	3993
V11502	1027	3264
V11503	273	374
V11504	5117	12850
V11505	1565	4034
V11506	1049	4441
V11507	289	169
V11508	2575	7490
V11509	2486	7125
V11510	72	584
V11511	2854	4347
V11512	2526	5602
V11513	3551	8469
V11514	2006	5924
V11515	120	389
V11516	2668	6468
V11517	2493	5982
V11518	1190	5051
V11519	1129	3237
V11520	18843	2802
V11521	1345	4040
V11522	1182	5040
V11523	264790	19834
V11524	2148	5459
V11525	224	93
V11526	629	749
V11527	1180	4031
V11528	2035	5084
V11529	3269	6082
V11530	1021	4920
V11531	2006	4994
V11532	42	1182
V11533	3416	11432
V11534	1000	2506
V11535	2532	6358
V11536	2812	4782
V11537	1202	7086
V11538	1224	3660
V11539	252	219
V11540	1902	5307
V11541	1275	5004
V11542	1155	4299
V11543	844	4382
V11544	1457	1587
V11545	1312	3994
V11546	2318	5610
V11547	2665	5905
V11548	3896	6795
V11549	1404	4785
V11550	977	3182
V11551	2459	5669
V11552	485	496
V11553	615	1296
V11554	2914	7884
V11555	1734	3663
V11556	7089	5247
V11557	143886	5565
V11558	1107	3572
V11559	2117	4900
V11560	1680	4939
V11561	158	704
V11562	2055	2760
V11563	1669	4799
V11564	2164	6503
V11565	1449	4769
V11566	2127	7033
V11567	2791	6252
V11568	88813	2764
V11569	1126	3458
V11570	6009	8027
V11571	103375	4205
V11572	2126	6160
V11573	1362	3131
V11574	2241	6774
V11575	1165	3936
V11576	143	292
V11577	243	442
V11578	52	579
V11579	2219	4926
V11580	304	454
V11581	2313	7851
V11582	1857	5833
V11583	268070	4825
V11584	10063	9130
V11585	1440	4599
V11586	1149	3654
V11587	1919	3938
V11588	3198	10722
V11589	1406	3999
V11590	2273	6185
V11591	1326	3324
V11592	2341	4738
V11593	1469	4470
V11594	1585	4689
V11595	312001	6939
V11596	391	359
V11597	1990	3379
V11598	2250	6142
V11599	1032	4434
V11600	2740	5580
V11601	1681	4611
V11602	768	790
V11603	1585	4858
V11604	9628	30632
V11605	1357	4622
V11606	2555	5397
V11607	1731	3779
V11608	2214	3506
V11609	2347	9899
V11610	1314	3170
V11611	7758	4177
V11612	3014	4782
V11613	107641	3875
V11614	1538	4936
V11615	3235	5502
V11616	1436	5088
V11617	1345	4392
V11618	1920	4775
V11619	2776	3677
V11620	1357	5263
V11621	2193	7994
V11622	1570	4267
V11623	1556	4940
V11624	1904	5565
V11625	1314	3884
V11626	23546	2650
V11627	990	2280
V11628	2624	6386
V11629	2708	5162
V11630	124	348
V11631	1331	3745
V11632	2097	6975
V11633	5449	11708
V11634	326057	6088
V11635	2127	3303
V11636	1715	6006
V11637	1284	3654
V11638	2001	5977
V11639	2701	7230
V11640	1885	5544
V11641	2621	8392
V11642	1810	5221
V11643	889	4008
V11644	1043	4460
V11645	193	285
V11646	1949	5044
V11647	1698	5496
V11648	2800	6277
V11649	1513	4000
V11650	1295	3275
V11651	3746	2993
V11652	1628	4464
V11653	847	4027
V11654	1334	3587
V11655	1912	3015
V11656	1518	4066
V11657	1340	3638
V11658	1770	5988
V11659	1376	5277
V11660	2934	6685
V11661	2709	7319
V11662	2021	4343
V11663	2147	7383
V11664	2132	5489
V11665	1916	5676
V11666	40875	2705
V11667	1209	4588
V11668	1947	5699
V11669	1643	4017
V11670	2350	5350
V11671	13830	2479
V11672	1551	4249
V11673	2979	5648
V11674	1379	4291
V11675	1317	3761
V11676	1889	5059
V11677	1384	6128
V11678	2007	5724
V11679	1704	4524
V11680	2195	7331
V11681	1765	8806
V11682	1798	5037
V11683	112	496
V11684	53813	5967
V11685	246	710
V11686	1236	4004
V11687	1874	5213
V11688	1907	9362
V11689	101	353
V11690	2634	4908
V11691	2302	5072
V11692	2115	3899
V11693	2400	6785
V11694	460	1597
V11695	1219	3569
V11696	265	353
V11697	2401	5237
V11698	1376	4289
V11699	1017	2855
V11700	2177	4648
V11701	2568	6143
V11702	1495	4158
V11703	2456	6624
V11704	2777	2614
V11705	1295	4277
V11706	28277	4094
V11707	2015	4655
V11708	1014	3006
V11709	3644	8082
V11710	1477	3503
V11711	216	411
V11712	18275	7352
V11713	287938	48342
V11714	1611	4204
V11715	5481	3745
V11716	2518	7424
V11717	2519	4286
V11718	2394	6949
V11719	7971	3906
V11720	2321	7494
V11721	2244	5028
V11722	919	6017
V11723	435	2035
V11724	5335	4637
V11725	6221	2666
V11726	341046	7611
V11727	2167	6017
V11728	1734	5836
V11729	1490	4530
V11730	2505	6997
V11731	1661	4164
V11732	4935	4012
V11733	2503	7252
V11734	1499	5434
V11735	2751	3611
V11736	1608	3412
V11737	2858	7330
V11738	10833	36710
V11739	2115	6468
V11740	2765	6748
V11741	1392	3922
V11742	667	263
V11743	426078	8309
V11744	1848	5015
V11745	2641	6691
V11746	40789	2671
V11747	1372	4588
V11748	2646	6130
V11749	2400	5770
V11750	1270	1263
V11751	2387	3823
V11752	2535	8393
V11753	2383	6080
V11754	381	364
V11755	2011	4873
V11756	222	347
V11757	2139	5374
V11758	449	1004
V11759	1325	4154
V11760	2425	6505
V11761	1540	4300
V11762	1177	4672
V11763	2133	6103
V11764	1362	5140
V11765	2413	6305
V11766	2167	4154
V11767	1485	3626
V11768	630	358
V11769	1092	876
V11770	233292	5816
V11771	75	74
V11772	2220	4271
V11773	10	258
V11774	1950	5834
V11775	4688	1884
V11776	1596	5337
V11777	378	882
V11778	2626	6674
V11779	2537	7341
V11780	2116	4563
V11781	1886	4268
V11782	162	37
V11783	2102	4028
V11784	1923	6031
V11785	3302	7983
V11786	2050	7173
V11787	2548	6533
V11788	1768	5151
V11789	172	100
V11790	1516	4450
V11791	902	2407
V11792	1925	4965
V11793	1675	4589
V11794	1965	5775
V11795	577	1143
V11796	1848	5073
V11797	1601	4466
V11798	1428	5047
V11799	2492	6479
V11800	280	866
V11801	68818	4013
V11802	2207	4871
V11803	2648	5304
V11804	477	724
V11805	3086	5201
V11806	24198	2350
V11807	581	1382
V11808	3827	2439
V11809	8648	7810
V11810	1683	5668
V11811	1993	5035
V11812	1166	3151
V11813	8903	30849
V11814	2017	7156
V11815	1490	5366
V11816	629840	11176
V11817	2165	5962
V11818	1410	2547
V11819	1949	4476
V11820	3520	6255
V11821	469	380
V11822	676	3805
V11823	1238	3789
V11824	1116	3522
V11825	1780	6715
V11826	1972	5622
V11827	660	1018
V11828	2291	6246
V11829	1997	3714
V11830	2202	4956
V11831	157117	4916
V11832	1769	5067
V11833	768	2374
V11834	1357	2676
V11835	1554	5294
V11836	2651	2339
V11837	2981	5599
V11838	1998	5630
V11839	75567	4526
V11840	1630	4914
V11841	1798	4194
V11842	1447	4446
V11843	1284	5440
V11844	1365	4753
V11845	448	900
V11846	3950	3553
V11847	78757	2496
V11848	1739	6390
V11849	302690	5408
V11850	1467	4532
V11851	1699	5760
V11852	2276	4631
V11853	1061	3968
V11854	824	2927
V11855	1592	5241
V11856	2187	4827
V11857	1796	7353
V11858	2566	4713
V11859	1958	5258
V11860	1148	2454
V11861	57	131
V11862	1160	3832
V11863	1187	4114
V11864	3624	5279
V11865	1755	4705
V11866	2874	7283
V11867	1600	4885
V11868	1209	4924
V11869	2363	6392
V11870	74	1063
V11871	2030	5493
V11872	3312	7978
V11873	2927	6640
V11874	3476	2836
V11875	1678	4499
V11876	123	929
V11877	6047	13800
V11878	1182	3352
V11879	2467	6511
V11880	2040	4774
V11881	521620	8482
V11882	192	565
V11883	1578	3305
V11884	2062	5886
V11885	1675	5951
V11886	2554	6789
V11887	741	604
V11888	2079	5796
V11889	834	2847
V11890	2112	6082
V11891	1165	3813
V11892	446	684
V11893	2162	4824
V11894	1317	4617
V11895	1805	4939
V11896	1495	4380
V11897	274	423
V11898	452	568
V11899	1346	3206
V11900	2048	6283
V11901	179	799
V11902	2261	6165
V11903	1858	5484
V11904	2388	6691
V11905	2483	8055
V11906	2700	4446
V11907	1645	5425
V11908	254171	7587
V11909	1720	7251
V11910	1222	3116
V11911	451	977
V11912	1908	6632
V11913	1680	4148
V11914	214668	17118
V11915	1982	4068
V11916	556	515
V11917	1831	2994
V11918	2943	6372
V11919	2000	5938
V11920	1367	3898
V11921	1478	4908
V11922	1461	4781
V11923	2524	6288
V11924	1398	3057
V11925	1326	4327
V11926	139	328
V11927	1335	4580
V11928	1753	4975
V11929	2844	5535
V11930	2318	6773
V11931	493	216
V11932	2339	5655
V11933	1249	4698
V11934	427	252
V11935	1776	4976
V11936	920	1930
V11937	1556	3132
V11938	1701	4541
V11939	1659	3914
V11940	9993	3255
V11941	2435	6046
V11942	187364	5636
V11943	25	148
V11944	3076	7157
V11945	469	384
V11946	322	517
V11947	979	1489
V11948	2253	6192
V11949	1479	3628
V11950	1671	4260
V11951	2046	5828
V11952	2277	6097
V11953	8016	6737
V11954	594	1121
V11955	1670	4687
V11956	2802	6253
V11957	1159	2448
V11958	3930	6416
V11959	1851	4764
V11960	2976	8042
V11961	1986	5385
V11962	128	283
V11963	2863	5460
V11964	1484	4848
V11965	1326	2453
V11966	2	428
V11967	1218	6696
V11968	61864	3458
V11969	3847	10266
V11970	2286	5892
V11971	2043	4584
V11972	6345	3032
V11973	1453	5320
V11974	11228	46001
V11975	2264	6774
V11976	1976	5909
V11977	303632	7132
V11978	3000	6978
V11979	3989	5881
V11980	2337	3679
V11981	1962	5689
V11982	1543	2883
V11983	2066	5990
V11984	1456	4495
V11985	163	549
V11986	544	885
V11987	1737	4757
V11988	5128	7347
V11989	1762	5208
V11990	991	2770
V11991	1511	4602
V11992	2039	5701
V11993	764	2014
V11994	2608	4926
V11995	1719	601
V11996	3931	4429
V11997	889	2488
V11998	16051	6235
V11999	1790	5680
V12000	908	5250
V12001	11363	3460
V12002	958	3918
V12003	2310	5234
V12004	1801	3706
V12005	1164	3000
V12006	2000	6481
V12007	2031	6247
V12008	314	266
V12009	2646	3785
V12010	537244	9565
V12011	2118	7507
V12012	2589	5438
V12013	605	907
V12014	1892	5352
V12015	942	2815
V12016	1311	3779
V12017	1410	4994
V12018	2082	5595
V12019	2061	5122
V12020	1594	2923
V12021	1899	4420
V12022	1310	3896
V12023	2274	4584
V12024	1909	7055
V12025	2565	6276
V12026	23941	3026
V12027	251	1190
V12028	2119	4769
V12029	2103	1794
V12030	1187	4230
V12031	17873	2301
V12032	1261	4212
V12033	2093	5230
V12034	1601	4302
V12035	2509	6147
V12036	1471	3994
V12037	10319	3020
V12038	28073	12141
V12039	2968	7437
V12040	1930	5485
V12041	253	386
V12042	15747	3536
V12043	2099	6781
V12044	1627	5181
V12045	1344	3049
V12046	1992	4966
V12047	2063	5028
V12048	2681	2411
V12049	1598	4268
V12050	1926	5400
V12051	1672	5114
V12052	2472	4992
V12053	1595	2975
V12054	1548	5017
V12055	1204	2792
V12056	408	718
V12057	1557	4619
V12058	456	337
V12059	122299	4021
V12060	2112	3844
V12061	2964	6804
V12062	2255	4965
V12063	1295	4322
V12064	1948	6148
V12065	1051	4392
V12066	1308	3314
V12067	87679	4798
V12068	12377	3429
V12069	3203	3571
V12070	2225	6289
V12071	1540	4203
V12072	1447	4672
V12073	2723	6951
V12074	8646	26753
V12075	1608	2615
V12076	2490	6781
V12077	1557	5140
V12078	588	288
V12079	1665	2819
V12080	2182	5728
V12081	1844	4502
V12082	454	829
V12083	1684	4151
V12084	2134	6456
V12085	2139	5848
V12086	2501	5425
V12087	2081	6706
V12088	2052	5761
V12089	560	267
V12090	2033	5998
V12091	1123	5096
V12092	2262	14560
V12093	9461	11190
V12094	1818	4548
V12095	2073	4104
V12096	1473	4615
V12097	299	470
V12098	2263	1679
V12099	5165	11661
V12100	1963	5333
V12101	2496	4907
V12102	1464	3543
V12103	1639	4867
V12104	365764	10755
V12105	8925	2563
V12106	1190	4043
V12107	1649	6810
V12108	1132	2545
V12109	119274	3542
V12110	3185	7626
V12111	21628	4298
V12112	3195	6280
V12113	5306	13062
V12114	1433	4439
V12115	1074	4098
V12116	2430	6336
V12117	1912	5191
V12118	1557	4344
V12119	585	905
V12120	1730	6731
V12121	2540	5594
V12122	1595	4894
V12123	1382	3962
V12124	2232	5842
V12125	880	3554
V12126	914	3818
V12127	2807	6102
V12128	2362	5078
V12129	826	3994
V12130	2667	4814
V12131	2783	4721
V12132	30297	8967
V12133	1451	5527
V12134	1455	5727
V12135	230016	9285
V12136	249	759
V12137	1409	3948
V12138	1450	4862
V12139	1350	2945
V12140	3524	3802
V12141	393704	11213
V12142	2441	4441
V12143	41	703
V12144	2568	8612
V12145	2588	7545
V12146	1967	5354
V12147	1893	6579
V12148	1801	4196
V12149	6411	3037
V12150	1431	3085
V12151	2097	4566
V12152	4426	5241
V12153	717	2734
V12154	2572	5806
V12155	2180	6524
V12156	901	3026
V12157	1978	5853
V12158	1869	6029
V12159	2047	5322
V12160	1373	4543
V12161	11781	2404
V12162	1584	4502
V12163	2021	4912
V12164	2573	4116
V12165	122	292
V12166	1564	5169
V12167	1826	5506
V12168	2604	5344
V12169	1898	4834
V12170	512	1348
V12171	1292	500
V12172	957	609
V12173	2095	4694
V12174	1469	4620
V12175	1158	291
V12176	1310	363
V12177	19354	4767
V12178	817	2578
V12179	2653	5793
V12180	1809	5197
V12181	184564	4372
V12182	1694	5557
V12183	1118	2376
V12184	2616	7659
V12185	2017	4476
V12186	1783	5122
V12187	1182	3638
V12188	3044	4925
V12189	2513	6260
V12190	657	3084
V12191	1767	5006
V12192	2625	6529
V12193	2582	7928
V12194	1822	5285
V12195	2856	4096
V12196	1714	5184
V12197	67758	2764
V12198	1848	3672
V12199	1725	4752
V12200	302694	5832
V12201	9986	7626
V12202	183	437
V12203	1300	3497
V12204	2174	6571
V12205	1576	5850
V12206	1707	6043
V12207	1522	4479
V12208	2039	6205
V12209	11216	2791
V12210	9838	1890
V12211	1297	4682
V12212	1114	3823
V12213	2423	5426
V12214	1422	5016
V12215	985	1311
V12216	1546	4191
V12217	1519	4193
V12218	267803	5527
V12219	1729	5706
V12220	1774	5504
V12221	1695	5438
V12222	22	717
V12223	1346	4359
V12224	1683	4227
V12225	797	3275
V12226	1370	3592
V12227	1790	3733
V12228	2200	5264
V12229	2041	6324
V12230	935	4647
V12231	48668	4245
V12232	2097	5834
V12233	174302	5352
V12234	1506	6037
V12235	5127	4014
V12236	2452	1665
V12237	2405	4849
V12238	1864	5816
V12239	2120	5389
V12240	1086	3460
V12241	2066	4239
V12242	915	3011
V12243	1649	5257
V12244	667	12215
V12245	1288	3352
V12246	13600	3238
V12247	1897	5086
V12248	1444	3085
V12249	332686	7247
V12250	1469	3864
V12251	2019	5236
V12252	1545	4891
V12253	2213	4873
V12254	915	3766
V12255	4049	4242
V12256	345	350
V12257	1448	4572
V12258	1818	4964
V12259	1320	5562
V12260	214918	6831
V12261	1682	5716
V12262	488	419
V12263	2285	5219
V12264	1424	2596
V12265	2277	6134
V12266	444	1549
V12267	1115	430
V12268	1401	4344
V12269	76	24
V12270	1799	4283
V12271	2550	3847
V12272	1792	5764
V12273	9682	2894
V12274	1265	4488
V12275	967	688
V12276	1444	5186
V12277	2930	4193
V12278	339596	7450
V12279	301	152
V12280	1360	3618
V12281	1819	3957
V12282	4063	9350
V12283	944	2522
V12284	1700	5444
V12285	2028	5069
V12286	287	1187
V12287	1294	2669
V12288	1271	2230
V12289	61	116
V12290	1469	4453
V12291	2030	6760
V12292	52	120
V12293	1343	5246
V12294	2162	5405
V12295	1171	3574
V12296	213	512
V12297	1118	2347
V12298	1289	7955
V12299	2325	6452
V12300	4933	5401
V12301	1002	3106
V12302	47118	7142
V12303	1489	3643
V12304	2008	4173
V12305	1503	4586
V12306	1731	5240
V12307	1796	5492
V12308	1889	6615
V12309	1437	3578
V12310	1725	6147
V12311	1713	3320
V12312	1140	3151
V12313	497	474
V12314	168660	3308
V12315	801	2958
V12316	3884	7672
V12317	2093	5482
V12318	280729	4987
V12319	1835	5943
V12320	1535	5387
V12321	315494	6033
V12322	1821	5097
V12323	1630	4077
V12324	1299	1999
V12325	287676	6130
V12326	1890	5395
V12327	1434	3511
V12328	212	210
V12329	309	1445
V12330	348751	6760
V12331	2313	6432
V12332	1940	4314
V12333	2472	5247
V12334	733	4039
V12335	2502	7718
V12336	2222	4247
V12337	549	1263
V12338	3487	8510
V12339	426	730
V12340	1012	2518
V12341	1368	5164
V12342	2452	5005
V12343	1292	2920
V12344	1886	4826
V12345	2196	4001
V12346	1874	5347
V12347	2737	2444
V12348	606	1524
V12349	1068	3328
V12350	1708	3772
V12351	11037	4285
V12352	1832	4025
V12353	45566	2819
V12354	671	612
V12355	1948	4921
V12356	731	1064
V12357	1434	3218
V12358	1436	4395
V12359	393	668
V12360	2748	6309
V12361	1448	3519
V12362	1671	4345
V12363	1791	5418
V12364	2073	3280
V12365	3326	9928
V12366	202	685
V12367	4072	9067
V12368	993	4538
V12369	1848	5132
V12370	1113	4597
