	Cases	Deaths
R40818	64424	1514
R40819	65076	1530
R40820	65860	1549
R40821	66652	1569
R40822	67050	1584
R40823	67302	1600
R40824	67958	1617
R40825	68791	1630
R40826	69568	1641
R40827	70256	1654
R40828	71089	1669
R40829	71503	1685
R40830	71811	1700
R40831	72460	1710
R40832	73321	1729
R40833	74233	1747
R40834	75201	1766
R40835	76040	1785
R40836	76582	1800
R40837	76777	1818
R40838	77487	1838
R40839	78507	1851
R40840	79566	1866
R40841	80501	1882
R40842	81675	1891
R40843	82346	1893
R40844	82677	1912
R40845	83592	1930
R40846	84707	1950
R40847	86038	1969
R40848	87361	1987
R40849	88772	2006
R40850	89279	2019
R40851	89843	2035
R40852	90912	2054
R40853	92519	2072
R40854	93961	2091
R40855	95383	2111
R40856	96689	2130
R40857	97941	2149
R40858	98418	2169
R40859	99633	2188
R40860	101203	2209
R40861	102894	2229
R40862	104140	2250
R40863	105852	2269
R40864	107017	2290
R40865	107364	2304
R40866	108863	2323
R40867	110580	2343
R40868	112307	2363
R40869	113829	2384
R40870	115557	2403
R40871	116365	2419
R40872	117495	2438
R40873	119204	2460
R40874	120970	2481
R40875	122685	2500
R40876	124264	2521
R40877	125723	2547
R40878	126518	2572
R40879	127253	2598
R40880	128656	2625
R40881	130329	2650
R40882	131919	2674
R40883	133360	2700
R40884	134578	2727
R40885	135207	2752
R40886	135910	2777
R40887	136931	2803
R40888	138213	2825
R40889	139435	2848
R40890	140250	2871
R40891	140996	2883
R40892	141355	2891
R40893	141924	2909
R40894	142851	2934
R40895	143841	2960
R40896	144818	2985
R40897	145258	3004
R40898	145694	3020
R40899	145873	3037
R40900	146309	3054
R40901	146921	3070
R40902	147871	3088
R40903	148294	3106
R40904	148669	3122
R40905	149093	3130
R40906	149391	3139
R40907	149662	3156
R40908	150138	3176
R40909	150946	3193
R40910	151687	3211
R40911	152263	3228
R40912	152640	3245
R40913	152854	3250
R40914	153112	3267
R40915	153506	3282
R40916	154118	3299
R40917	154788	3315
R40918	155302	3332
R40919	155937	3347
R40920	156202	3361
R40921	156426	3368
R40922	156972	3381
R40923	157626	3396
R40924	158309	3413
R40925	158860	3424
R40926	159513	3434
R40927	159804	3438
R40928	160086	3446
R40929	160725	3462
R40930	161642	3480
R40931	162624	3497
R40932	163400	3515
R40933	164243	3530
R40934	164569	3543
R40935	164858	3557
R40936	165663	3573
R40937	166553	3589
R40938	167546	3607
R40939	168826	3626
R40940	169805	3640
R40941	170186	3651
R40942	170549	3661
R40943	171514	3678
R40944	172815	3697
R40945	174155	3717
R40946	175183	3739
R40947	176245	3760
R40948	176752	3780
R40949	177407	3799
R40950	178540	3823
R40951	180150	3846
R40952	181886	3871
R40953	183338	3899
R40954	184856	3924
R40955	185453	3949
R40956	186447	3975
R40957	187847	4002
R40958	189397	4026
R40959	191197	4049
R40960	192985	4071
R40961	194605	4091
R40962	1	
R40963	1	
R40964	1	
R40965	1	
R40966	1	
R40967	1	
R40968	1	
R40969	1	
R40970	1	
R40971	1	
R40972	1	
R40973	1	
R40974	2	
R40975	2	
R40976	2	
R40977	2	
R40978	7	
R40979	7	
R40980	7	
R40981	7	
R40982	11	
R40983	11	
R40984	23	
R40985	23	
R40986	23	
R40987	31	
R40988	33	
R40989	42	
R40990	42	
R40991	46	1
R40992	49	1
R40993	52	1
R40994	55	1
R40995	60	1
R40996	64	1
R40997	66	1
R40998	73	1
R40999	77	1
R41000	79	1
R41001	81	1
R41002	84	1
R41003	90	1
R41004	92	1
R41005	93	1
R41006	93	1
R41007	93	1
R41008	93	3
R41009	93	3
R41010	94	3
R41011	94	3
R41012	94	3
R41013	94	3
R41014	94	3
R41015	94	3
R41016	94	4
R41017	94	4
R41018	94	4
R41019	94	4
R41020	95	4
R41021	95	4
R41022	95	4
R41023	95	4
R41024	95	4
R41025	95	4
R41026	95	4
R41027	95	4
R41028	95	4
R41029	95	4
R41030	95	4
R41031	95	4
R41032	96	4
R41033	96	4
R41034	96	4
R41035	96	4
R41036	96	4
R41037	96	4
R41038	96	4
R41039	96	4
R41040	96	4
R41041	97	4
R41042	97	4
R41043	97	4
R41044	97	4
R41045	97	4
R41046	98	4
R41047	98	4
R41048	98	4
R41049	98	4
R41050	98	4
R41051	98	4
R41052	98	4
R41053	99	4
R41054	99	4
R41055	99	4
R41056	99	4
R41057	99	4
R41058	99	4
R41059	99	4
R41060	99	4
R41061	99	4
R41062	99	4
R41063	99	4
R41064	99	4
R41065	99	4
R41066	99	4
R41067	99	4
R41068	99	4
R41069	99	4
R41070	99	4
R41071	99	4
R41072	99	4
R41073	99	4
R41074	99	4
R41075	100	4
R41076	101	4
R41077	101	4
R41078	102	4
R41079	102	4
R41080	102	4
R41081	103	4
R41082	103	4
R41083	103	4
R41084	103	4
R41085	103	4
R41086	106	4
R41087	106	4
R41088	106	4
R41089	108	4
R41090	108	4
R41091	108	4
R41092	108	4
R41093	108	4
R41094	108	4
R41095	109	4
R41096	109	4
R41097	109	4
R41098	109	4
R41099	109	4
R41100	109	4
R41101	109	4
R41102	109	4
R41103	109	4
R41104	109	4
R41105	111	4
R41106	112	4
R41107	114	4
R41108	116	4
R41109	116	4
R41110	116	4
R41111	116	4
R41112	117	4
R41113	120	4
R41114	120	4
R41115	120	4
R41116	120	4
R41117	120	4
R41118	121	4
R41119	123	4
R41120	125	4
R41121	125	4
R41122	128	4
R41123	131	4
R41124	133	4
R41125	133	4
R41126	138	4
R41127	141	4
R41128	144	4
R41129	146	4
R41130	146	4
R41131	146	4
R41132	148	4
R41133	148	4
R41134	148	4
R41135	150	4
R41136	154	4
R41137	154	4
R41138	154	4
R41139	154	4
R41140	154	4
R41141	154	4
R41142	154	4
R41143	154	4
R41144	154	4
R41145	154	4
R41146	154	4
R41147	154	4
R41148	142	1
R41149	143	1
R41150	147	1
R41151	147	1
R41152	147	1
R41153	153	1
R41154	156	1
R41155	161	1
R41156	165	1
R41157	168	1
R41158	169	1
R41159	171	1
R41160	177	1
R41161	178	1
R41162	181	1
R41163	186	1
R41164	191	1
R41165	192	1
R41166	193	1
R41167	195	1
R41168	197	1
R41169	199	1
R41170	205	1
R41171	208	2
R41172	210	2
R41173	210	2
R41174	212	2
R41175	214	2
R41176	218	2
R41177	219	2
R41178	221	2
R41179	222	2
R41180	222	2
R41181	223	2
R41182	224	2
R41183	227	2
R41184	229	2
R41185	233	2
R41186	233	2
R41187	234	2
R41188	236	2
R41189	241	2
R41190	248	2
R41191	253	2
R41192	255	2
R41193	260	2
R41194	265	2
R41195	268	2
R41196	271	2
R41197	273	2
R41198	281	2
R41199	295	2
R41200	296	2
R41201	306	2
R41202	310	2
R41203	320	2
R41204	337	2
R41205	347	2
R41206	355	2
R41207	359	2
R41208	366	2
R41209	375	2
R41210	397	2
R41211	412	2
R41212	430	2
R41213	454	2
R41214	483	2
R41215	486	2
R41216	490	2
R41217	512	2
R41218	524	2
R41219	532	2
R41220	540	2
R41221	545	2
R41222	548	2
R41223	552	2
R41224	557	3
R41225	565	3
R41226	573	3
R41227	577	3
R41228	581	3
R41229	582	3
R41230	583	3
R41231	587	3
R41232	594	3
R41233	600	3
R41234	603	3
R41235	607	3
R41236	608	3
R41237	609	3
R41238	617	3
R41239	621	3
R41240	630	3
R41241	630	3
R41242	637	3
R41243	638	3
R41244	641	3
R41245	648	3
R41246	655	3
R41247	657	3
R41248	659	3
R41249	668	3
R41250	668	3
R41251	671	3
R41252	678	3
R41253	685	3
R41254	700	3
R41255	715	3
R41256	723	3
R41257	728	3
R41258	742	3
R41259	756	3
R41260	767	3
R41261	783	3
R41262	789	3
R41263	797	3
R41264	797	3
R41265	801	3
R41266	827	3
R41267	853	3
R41268	875	3
R41269	885	3
R41270	901	3
R41271	907	3
R41272	917	3
R41273	947	3
R41274	978	3
R41275	1018	3
R41276	1041	4
R41277	1053	4
R41278	1057	4
R41279	1070	4
R41280	1092	7
R41281	1128	7
R41282	1145	7
R41283	1169	7
R41284	1194	7
R41285	1205	7
R41286	1212	7
R41287	1240	9
R41288	1262	9
R41289	1287	9
R41290	1311	9
R41291	1345	9
R41292	1357	9
R41293	1368	9
R41294	1399	9
R41295	1413	10
R41296	1430	11
R41297	1430	11
R41298	1475	11
R41299	1489	13
R41300	1499	14
R41301	1543	17
R41302	1572	18
R41303	1596	18
R41304	1625	19
R41305	1647	19
R41306	1655	19
R41307	1665	19
R41308	1695	19
R41309	1717	19
R41310	1735	19
R41311	1752	21
R41312	1755	21
R41313	1760	21
R41314	1774	21
R41315	1787	21
R41316	1816	22
R41317	1835	22
R41318	1844	22
R41319	1862	22
R41320	1870	22
R41321	1885	22
R41322	1904	23
R41323	1916	23
R41324	1932	23
R41325	1942	23
R41326	1953	24
R41327	1956	24
R41328	1965	24
R41329	1965	25
R41330	1981	26
R41331	1997	26
R41332	2009	26
R41333	2019	26
R41334	1	
R41335	1	
R41336	1	
R41337	1	
R41338	1	
R41339	1	
R41340	1	
R41341	5	
R41342	6	
R41343	6	
R41344	6	
R41345	10	
R41346	10	
R41347	10	
R41348	10	
R41349	10	
R41350	11	
R41351	11	
R41352	12	
R41353	12	
R41354	12	
R41355	12	
R41356	14	
R41357	14	
R41358	14	
R41359	14	
R41360	14	
R41361	15	
R41362	15	
R41363	16	
R41364	16	
R41365	16	
R41366	16	
R41367	16	
R41368	17	
R41369	30	
R41370	30	
R41371	31	
R41372	31	
R41373	31	
R41374	32	
R41375	33	
R41376	34	
R41377	35	
R41378	36	
R41379	37	
R41380	37	
R41381	38	
R41382	38	
R41383	38	
R41384	38	
R41385	38	
R41386	38	
R41387	39	
R41388	39	
R41389	40	
R41390	41	
R41391	41	
R41392	41	
R41393	42	
R41394	42	
R41395	42	
R41396	42	
R41397	42	
R41398	42	
R41399	98	
R41400	98	
R41401	135	
R41402	136	
R41403	140	
R41404	140	
R41405	140	
R41406	140	
R41407	141	
R41408	141	
R41409	141	
R41410	141	
R41411	141	
R41412	148	
R41413	161	
R41414	179	
R41415	179	
R41416	179	
R41417	185	
R41418	185	
R41419	185	
R41420	186	
R41421	191	
R41422	193	
R41423	193	
R41424	194	
R41425	194	
R41426	194	
R41427	197	
R41428	197	
R41429	197	
R41430	197	
R41431	197	
R41432	197	
R41433	201	
R41434	204	
R41435	204	
R41436	206	
R41437	213	
R41438	215	
R41439	215	
R41440	216	
R41441	219	
R41442	219	
R41443	219	
R41444	220	
R41445	220	
R41446	220	
R41447	220	
R41448	220	
R41449	220	
R41450	220	
R41451	220	
R41452	225	
R41453	227	
R41454	227	
R41455	227	
R41456	227	
R41457	230	
R41458	230	
R41459	243	
R41460	261	
R41461	261	
R41462	262	
R41463	287	
R41464	287	
R41465	287	
R41466	287	
R41467	287	
R41468	287	
R41469	288	
R41470	288	
R41471	288	
R41472	288	
R41473	289	
R41474	291	
R41475	291	
R41476	291	
R41477	291	
R41478	293	
R41479	293	
R41480	293	
R41481	293	
R41482	293	
R41483	293	
R41484	293	
R41485	293	
R41486	293	
R41487	293	
R41488	293	
R41489	297	
R41490	297	
R41491	298	
R41492	298	
R41493	298	
R41494	298	
R41495	298	
R41496	298	
R41497	298	
R41498	298	
R41499	298	
R41500	298	
R41501	298	
R41502	300	
R41503	301	
R41504	301	
R41505	301	
R41506	301	
R41507	301	
R41508	304	
R41509	306	
R41510	306	
R41511	310	
R41512	310	
R41513	310	
R41514	310	
R41515	310	
R41516	310	
R41517	310	
R41518	311	
R41519	311	
R41520	311	
R41521	311	
R41522	311	
R41523	311	
R41524	311	
R41525	311	
R41526	311	
R41527	312	
R41528	312	
R41529	313	
R41530	313	
R41531	313	
R41532	313	
R41533	313	
R41534	313	
R41535	313	
R41536	313	
R41537	313	
R41538	313	
R41539	313	
R41540	313	
R41541	313	
R41542	314	
R41543	315	
R41544	315	
R41545	315	
R41546	315	
R41547	315	
R41548	315	
R41549	318	
R41550	320	
R41551	320	
R41552	320	
R41553	320	
R41554	320	
R41555	320	
R41556	324	
R41557	326	
R41558	327	
R41559	328	
R41560	328	
R41561	328	
R41562	338	
R41563	339	
R41564	340	
R41565	340	
R41566	340	
R41567	340	
R41568	346	
R41569	346	
R41570	349	
R41571	350	
R41572	352	
R41573	353	
R41574	356	
R41575	357	
R41576	357	
R41577	362	
R41578	368	
R41579	382	
R41580	406	
R41581	412	
R41582	416	
R41583	428	
R41584	431	
R41585	434	
R41586	455	
R41587	505	
R41588	555	
R41589	578	
R41590	608	
R41591	640	
R41592	672	
R41593	699	
R41594	712	
R41595	738	
R41596	760	
R41597	784	
R41598	791	
R41599	801	
R41600	812	
R41601	819	
R41602	831	
R41603	842	
R41604	849	
R41605	887	
R41606	888	
R41607	893	
R41608	898	
R41609	905	
R41610	906	
R41611	907	
R41612	912	
R41613	917	
R41614	918	
R41615	923	
R41616	941	
R41617	953	
R41618	961	
R41619	993	
R41620	1006	
R41621	1063	
R41622	1069	
R41623	1075	
R41624	1082	
R41625	1121	
R41626	1137	
R41627	1175	
R41628	1195	1
R41629	1215	1
R41630	1220	1
R41631	1242	1
R41632	1263	1
R41633	1286	1
R41634	1308	1
R41635	1308	1
R41636	1308	1
R41637	1395	2
R41638	1408	2
R41639	1429	2
R41640	1442	2
R41641	1456	2
R41642	1469	2
R41643	1479	2
R41644	1491	2
R41645	1512	2
R41646	1517	2
R41647	1526	2
R41648	1536	2
R41649	1568	2
R41650	1584	2
R41651	1592	2
R41652	1611	2
R41653	1627	2
R41654	1643	2
R41655	1656	2
R41656	1667	2
R41657	1692	2
R41658	1710	2
R41659	1742	2
R41660	1779	2
R41661	1814	2
R41662	1832	2
R41663	1859	2
R41664	1890	2
R41665	1928	2
R41666	1989	2
R41667	2023	2
R41668	2073	2
R41669	2120	2
R41670	2174	2
R41671	2207	2
R41672	2247	2
R41673	2293	2
R41674	2351	2
R41675	2383	2
R41676	2416	2
R41677	2444	2
R41678	2493	2
R41679	2551	2
R41680	2586	2
R41681	2638	2
R41682	2693	2
R41683	2723	2
R41684	2755	2
R41685	2801	2
R41686	2831	2
R41687	2866	2
R41688	2907	2
R41689	2952	2
R41690	3000	2
R41691	3032	2
R41692	3076	2
R41693	3153	2
R41694	3161	2
R41695	3228	2
R41696	2	
R41697	2	
R41698	3	
R41699	14	
R41700	14	
R41701	21	
R41702	27	1
R41703	47	1
R41704	52	1
R41705	69	1
R41706	82	1
R41707	84	1
R41708	85	1
R41709	91	1
R41710	109	2
R41711	123	2
R41712	144	2
R41713	174	2
R41714	201	2
R41715	214	2
R41716	233	2
R41717	241	2
R41718	248	2
R41719	252	2
R41720	255	2
R41721	263	2
R41722	272	3
R41723	274	3
R41724	283	4
R41725	288	4
R41726	303	4
R41727	303	5
R41728	307	5
R41729	308	5
R41730	312	5
R41731	313	5
R41732	315	5
R41733	316	5
R41734	319	6
R41735	320	6
R41736	321	7
R41737	321	7
R41738	321	7
R41739	322	7
R41740	322	7
R41741	322	7
R41742	322	8
R41743	322	8
R41744	323	8
R41745	324	8
R41746	324	8
R41747	324	8
R41748	324	8
R41749	324	8
R41750	324	9
R41751	324	9
R41752	324	9
R41753	324	9
R41754	324	9
R41755	324	9
R41756	324	9
R41757	324	9
R41758	324	9
R41759	324	9
R41760	324	9
R41761	324	9
R41762	324	9
R41763	324	9
R41764	324	9
R41765	324	9
R41766	324	9
R41767	324	9
R41768	324	9
R41769	324	9
R41770	324	9
R41771	324	9
R41772	324	9
R41773	324	9
R41774	324	9
R41775	324	9
R41776	324	9
R41777	324	9
R41778	324	9
R41779	324	9
R41780	324	9
R41781	324	9
R41782	324	9
R41783	324	9
R41784	324	9
R41785	325	9
R41786	326	9
R41787	326	9
R41788	333	9
R41789	337	9
R41790	355	9
R41791	359	9
R41792	362	9
R41793	367	9
R41794	378	9
R41795	389	9
R41796	414	9
R41797	439	9
R41798	469	9
R41799	481	11
R41800	501	11
R41801	548	12
R41802	576	12
R41803	616	12
R41804	663	13
R41805	720	14
R41806	781	14
R41807	841	14
R41808	907	17
R41809	960	17
R41810	1019	19
R41811	1019	19
R41812	1164	23
R41813	1221	23
R41814	1287	24
R41815	1287	24
R41816	1287	24
R41817	1287	24
R41818	1965	26
R41819	2072	30
R41820	2188	32
R41821	2188	32
R41822	2381	35
R41823	2472	39
R41824	2569	40
R41825	2665	43
R41826	2747	43
R41827	2799	43
R41828	2893	45
R41829	2949	45
R41830	3016	47
R41831	3016	47
R41832	3073	48
R41833	3198	50
R41834	3258	51
R41835	3301	52
R41836	3361	53
R41837	3411	57
R41838	3480	60
R41839	3549	61
R41840	3588	62
R41841	3618	64
R41842	3696	68
R41843	3748	71
R41844	3813	73
R41845	3857	73
R41846	3930	73
R41847	3960	75
R41848	4035	77
R41849	4085	80
R41850	4132	80
R41851	4174	80
R41852	4229	81
R41853	4277	82
R41854	4313	84
R41855	4343	84
R41856	4378	84
R41857	4444	87
R41858	4499	88
R41859	4558	89
R41860	4663	92
R41861	4727	93
R41862	4790	98
R41863	4835	100
R41864	4917	102
R41865	5019	104
R41866	5165	104
R41867	5275	106
R41868	5422	107
R41869	5553	108
R41870	5659	109
R41871	5875	112
R41872	6094	114
R41873	6222	114
R41874	6385	115
R41875	6530	118
R41876	6712	120
R41877	6900	121
R41878	7061	123
R41879	7291	126
R41880	7503	129
R41881	7711	133
R41882	7898	134
R41883	8612	136
R41884	8842	138
R41885	9138	146
R41886	9428	151
R41887	9717	154
R41888	9962	155
R41889	10197	158
R41890	10313	158
R41891	10441	163
R41892	10575	164
R41893	10772	169
R41894	10987	170
R41895	11690	172
R41896	11934	174
R41897	12127	179
R41898	12359	182
R41899	12584	188
R41900	12794	190
R41901	13004	191
R41902	13348	194
R41903	13641	198
R41904	13869	202
R41905	14050	211
R41906	14268	213
R41907	14461	217
R41908	14672	221
R41909	15281	228
R41910	15427	231
R41911	15615	236
R41912	15760	240
R41913	15892	247
R41914	16069	250
R41915	16259	253
R41916	16436	255
R41917	16629	263
R41918	16797	266
R41919	16909	270
R41920	17091	275
R41921	17392	282
R41922	17746	290
R41923	18066	294
R41924	18341	301
R41925	18714	313
R41926	19210	320
R41927	19977	322
R41928	20851	326
R41929	21533	328
R41930	22079	328
R41931	22379	333
R41932	22805	337
R41933	23608	342
R41934	24154	349
R41935	24865	356
R41936	25509	364
R41937	26109	377
R41938	26686	385
R41939	27177	391
R41940	27773	396
R41941	28392	405
R41942	29031	414
R41943	29577	420
R41944	30079	429
R41945	30653	434
R41946	31062	439
R41947	31618	444
R41948	32188	450
R41949	32808	459
R41950	33316	469
R41951	33836	474
R41952	34454	481
R41953	34881	487
R41954	35265	499
R41955	35849	504
R41956	36351	510
R41957	36932	516
R41958	37467	522
R41959	37879	530
R41960	38246	533
R41961	38562	543
R41962	39153	549
R41963	39607	556
R41964	40165	566
R41965	40546	569
R41966	40948	578
R41967	41426	582
R41968	41803	585
R41969	42148	597
R41970	42563	610
R41971	42995	614
R41972	43390	620
R41973	43709	624
R41974	43955	626
R41975	44284	630
R41976	44542	637
R41977	45062	639
R41978	45423	648
R41979	45945	652
R41980	46327	658
R41981	46694	666
R41982	46969	675
R41983	47404	677
R41984	47782	681
R41985	48247	682
R41986	48589	684
R41987	48856	684
R41988	49195	689
R41989	49630	692
R41990	50054	699
R41991	50697	705
R41992	51160	712
R41993	51596	718
R41994	51999	721
R41995	52431	725
R41996	52819	729
R41997	53338	730
R41998	53840	737
R41999	54316	740
R42000	54730	741
R42001	55136	743
R42002	55493	745
R42003	55803	746
R42004	56228	749
R42005	56579	758
R42006	56998	762
R42007	57482	765
R42008	57929	766
R42009	58316	768
R42010	58697	770
R42011	59262	777
R42012	59825	783
R42013	60288	790
R42014	60827	800
R42015	61202	802
R42016	61659	805
R42017	61972	811
R42018	62476	818
R42019	63118	825
R42020	63633	826
R42021	64168	831
R42022	64739	836
R42023	65227	838
R42024	65657	842
R42025	66234	852
R42026	66857	861
R42027	67441	869
R42028	68004	880
R42029	68476	882
R42030	68921	890
R42031	69294	899
R42032	69770	910
R42033	70174	916
R42034	70658	926
R42035	71112	932
R42036	71593	939
R42037	71995	950
R42038	72395	957
R42039	72969	969
R42040	73612	976
R42041	74183	987
R42042	74789	994
R42043	75332	999
R42044	75834	1003
R42045	76283	1015
R42046	76868	1023
R42047	77493	1031
R42048	78060	1039
R42049	78634	1048
R42050	79237	1059
R42051		
R42052		
R42053		
R42054		
R42055		
R42056		
R42057		
R42058		
R42059		
R42060		
R42061		
R42062		
R42063		
R42064		
R42065		
R42066		
R42067		
R42068		
R42069		
R42070		
R42071		
R42072		
R42073		
R42074		
R42075		
R42076		
R42077		
R42078		
R42079		
R42080		
R42081		
R42082		
R42083		
R42084		
R42085		
R42086		
R42087		
R42088		
R42089		
R42090		
R42091	1	
R42092	1	
R42093	1	
R42094	2	
R42095	2	
R42096	2	
R42097	2	
R42098	2	
R42099	3	1
R42100	5	1
R42101	6	1
R42102	7	1
R42103	17	1
R42104	28	1
R42105	29	1
R42106	38	2
R42107	49	2
R42108	63	2
R42109	77	3
R42110	96	3
R42111	115	4
R42112	143	4
R42113	170	5
R42114	225	6
R42115	275	11
R42116	345	23
R42117	402	25
R42118	479	26
R42119	556	33
R42120	617	36
R42121	654	39
R42122	708	44
R42123	791	48
R42124	919	59
R42125	1021	70
R42126	1120	80
R42127	1184	90
R42128	1275	93
R42129	1374	97
R42130	1448	107
R42131	1545	111
R42132	1661	118
R42133	1763	126
R42134	1888	126
R42135	2024	127
R42136	2283	130
R42137	2564	135
R42138	2685	137
R42139	2855	141
R42140	3046	143
R42141	3209	145
R42142	3446	149
R42143	3568	155
R42144	3758	158
R42145	3897	159
R42146	4065	161
R42147	4120	162
R42148	4252	165
R42149	4321	168
R42150	4423	170
R42151	4569	171
R42152	4729	173
R42153	4903	174
R42154	5053	179
R42155	5219	181
R42156	5408	183
R42157	5548	183
R42158	5711	186
R42159	5910	186
R42160	6063	188
R42161	6281	188
R42162	6418	188
R42163	6512	188
R42164	6607	190
R42165	6652	190
R42166	6741	192
R42167	6870	192
R42168	6952	192
R42169	7023	193
R42170	7133	194
R42171	7211	196
R42172	7332	197
R42173	7406	198
R42174	7433	199
R42175	7532	200
R42176	7577	202
R42177	7601	202
R42178	7643	202
R42179	7714	202
R42180	7780	204
R42181	7807	205
R42182	7833	205
R42183	7866	206
R42184	7922	206
R42185	8003	208
R42186	8071	208
R42187	8151	208
R42188	8224	208
R42189	8302	208
R42190	8437	210
R42191	8508	211
R42192	8537	211
R42193	8610	212
R42194	8692	212
R42195	8793	212
R42196	8885	212
R42197	8931	212
R42198	8997	213
R42199	9074	213
R42200	9613	213
R42201	9839	213
R42202	9977	214
R42203	10172	214
R42204	10344	214
R42205	10907	216
R42206	11338	217
R42207	11633	218
R42208	11877	220
R42209	12052	221
R42210	12290	225
R42211	12533	228
R42212	12636	228
R42213	12969	229
R42214	13288	230
R42215	13822	232
R42216	14215	235
R42217	14379	237
R42218	14607	240
R42219	14771	242
R42220	15079	242
R42221	15328	243
R42222	15542	245
R42223	15745	250
R42224	15936	255
R42225	16097	257
R42226	16262	259
R42227	16545	263
R42228	16726	264
R42229	17015	269
R42230	17236	273
R42231	17562	276
R42232	17742	280
R42233	17962	285
R42234	18264	292
R42235	18834	299
R42236	19645	305
R42237	20278	313
R42238	20887	316
R42239	21387	327
R42240	22213	334
R42241	23259	346
R42242	24322	353
R42243	25015	367
R42244	25537	382
R42245	26196	401
R42246	27217	417
R42247	28500	435
R42248	29644	449
